sample_id,formula,reduced_formula,anonymous_formula,element_set,n_unique_elements,elements_json,element_counts_json,n_sites,target
10230,Ta1 Pd1 O3,TaPdO3,ABC3,O-Pd-Ta,3,"[""O"", ""Pd"", ""Ta""]","{""O"": 3.0, ""Pd"": 1.0, ""Ta"": 1.0}",5,1.38
10231,K1 Sr1 N2 O1,KSrN2O,ABCD2,K-N-O-Sr,4,"[""K"", ""N"", ""O"", ""Sr""]","{""K"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sr"": 1.0}",5,3.44
10232,Sr1 V1 N1 O2,SrVNO2,ABCD2,N-O-Sr-V,4,"[""N"", ""O"", ""Sr"", ""V""]","{""N"": 1.0, ""O"": 2.0, ""Sr"": 1.0, ""V"": 1.0}",5,0.1
10233,Mg1 Ta1 O3,MgTaO3,ABC3,Mg-O-Ta,3,"[""Mg"", ""O"", ""Ta""]","{""Mg"": 1.0, ""O"": 3.0, ""Ta"": 1.0}",5,0.38
10234,K1 Au1 N1 O2,KAuNO2,ABCD2,Au-K-N-O,4,"[""Au"", ""K"", ""N"", ""O""]","{""Au"": 1.0, ""K"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.64
10235,Ta1 Ti1 N3,TaTiN3,ABC3,N-Ta-Ti,3,"[""N"", ""Ta"", ""Ti""]","{""N"": 3.0, ""Ta"": 1.0, ""Ti"": 1.0}",5,0.82
10236,Na1 Be1 N1 O2,NaBeNO2,ABCD2,Be-N-Na-O,4,"[""Be"", ""N"", ""Na"", ""O""]","{""Be"": 1.0, ""N"": 1.0, ""Na"": 1.0, ""O"": 2.0}",5,1.64
10237,Sn1 Pt1 N1 O1 F1,SnPtNOF,ABCDE,F-N-O-Pt-Sn,5,"[""F"", ""N"", ""O"", ""Pt"", ""Sn""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Pt"": 1.0, ""Sn"": 1.0}",5,1.46
10238,Sr1 Li1 N2 O1,SrLiN2O,ABCD2,Li-N-O-Sr,4,"[""Li"", ""N"", ""O"", ""Sr""]","{""Li"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sr"": 1.0}",5,3.04
10239,As1 Os1 N2 O1,AsOsN2O,ABCD2,As-N-O-Os,4,"[""As"", ""N"", ""O"", ""Os""]","{""As"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Os"": 1.0}",5,1.5
10240,Ir1 W1 S1 O2,IrWSO2,ABCD2,Ir-O-S-W,4,"[""Ir"", ""O"", ""S"", ""W""]","{""Ir"": 1.0, ""O"": 2.0, ""S"": 1.0, ""W"": 1.0}",5,1.76
10241,Mn1 B1 O2 F1,MnBO2F,ABCD2,B-F-Mn-O,4,"[""B"", ""F"", ""Mn"", ""O""]","{""B"": 1.0, ""F"": 1.0, ""Mn"": 1.0, ""O"": 2.0}",5,0.94
10242,Be1 Cd1 N2 O1,BeCdN2O,ABCD2,Be-Cd-N-O,4,"[""Be"", ""Cd"", ""N"", ""O""]","{""Be"": 1.0, ""Cd"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,3.2
10243,Cs1 Hg1 N1 O2,CsHgNO2,ABCD2,Cs-Hg-N-O,4,"[""Cs"", ""Hg"", ""N"", ""O""]","{""Cs"": 1.0, ""Hg"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.72
10244,Hg1 Pb1 N2 O1,HgPbN2O,ABCD2,Hg-N-O-Pb,4,"[""Hg"", ""N"", ""O"", ""Pb""]","{""Hg"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Pb"": 1.0}",5,1.76
10245,Os1 W1 N1 O1 F1,OsWNOF,ABCDE,F-N-O-Os-W,5,"[""F"", ""N"", ""O"", ""Os"", ""W""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Os"": 1.0, ""W"": 1.0}",5,1.2
10246,Tl1 Sn1 N1 O2,TlSnNO2,ABCD2,N-O-Sn-Tl,4,"[""N"", ""O"", ""Sn"", ""Tl""]","{""N"": 1.0, ""O"": 2.0, ""Sn"": 1.0, ""Tl"": 1.0}",5,1.04
10247,Ca1 Ir1 N3,CaIrN3,ABC3,Ca-Ir-N,3,"[""Ca"", ""Ir"", ""N""]","{""Ca"": 1.0, ""Ir"": 1.0, ""N"": 3.0}",5,1.46
10248,Na1 Mo1 O2 F1,NaMoO2F,ABCD2,F-Mo-Na-O,4,"[""F"", ""Mo"", ""Na"", ""O""]","{""F"": 1.0, ""Mo"": 1.0, ""Na"": 1.0, ""O"": 2.0}",5,2.32
10249,Ga1 Mo1 N1 O2,GaMoNO2,ABCD2,Ga-Mo-N-O,4,"[""Ga"", ""Mo"", ""N"", ""O""]","{""Ga"": 1.0, ""Mo"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,0.54
10250,Cs1 Cu1 O2 F1,CsCuO2F,ABCD2,Cs-Cu-F-O,4,"[""Cs"", ""Cu"", ""F"", ""O""]","{""Cs"": 1.0, ""Cu"": 1.0, ""F"": 1.0, ""O"": 2.0}",5,1.42
10251,Si1 Au1 N1 O2,SiAuNO2,ABCD2,Au-N-O-Si,4,"[""Au"", ""N"", ""O"", ""Si""]","{""Au"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Si"": 1.0}",5,1.5
10252,Al1 Ge1 N3,AlGeN3,ABC3,Al-Ge-N,3,"[""Al"", ""Ge"", ""N""]","{""Al"": 1.0, ""Ge"": 1.0, ""N"": 3.0}",5,1.74
10253,K1 Ca1 S1 O2,KCaSO2,ABCD2,Ca-K-O-S,4,"[""Ca"", ""K"", ""O"", ""S""]","{""Ca"": 1.0, ""K"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,2.56
10254,Si1 Ni1 O2 F1,SiNiO2F,ABCD2,F-Ni-O-Si,4,"[""F"", ""Ni"", ""O"", ""Si""]","{""F"": 1.0, ""Ni"": 1.0, ""O"": 2.0, ""Si"": 1.0}",5,1.7
10255,Sb1 Pd1 N1 O1 F1,SbPdNOF,ABCDE,F-N-O-Pd-Sb,5,"[""F"", ""N"", ""O"", ""Pd"", ""Sb""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Pd"": 1.0, ""Sb"": 1.0}",5,1.2
10256,Li1 Hg1 N3,LiHgN3,ABC3,Hg-Li-N,3,"[""Hg"", ""Li"", ""N""]","{""Hg"": 1.0, ""Li"": 1.0, ""N"": 3.0}",5,3.04
10257,Li1 Ru1 N2 O1,LiRuN2O,ABCD2,Li-N-O-Ru,4,"[""Li"", ""N"", ""O"", ""Ru""]","{""Li"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Ru"": 1.0}",5,2.38
10258,Na1 Li1 N1 O2,NaLiNO2,ABCD2,Li-N-Na-O,4,"[""Li"", ""N"", ""Na"", ""O""]","{""Li"": 1.0, ""N"": 1.0, ""Na"": 1.0, ""O"": 2.0}",5,1.78
10259,Fe1 Ir1 O2 F1,FeIrO2F,ABCD2,F-Fe-Ir-O,4,"[""F"", ""Fe"", ""Ir"", ""O""]","{""F"": 1.0, ""Fe"": 1.0, ""Ir"": 1.0, ""O"": 2.0}",5,1.62
10260,Ba1 W1 O3,BaWO3,ABC3,Ba-O-W,3,"[""Ba"", ""O"", ""W""]","{""Ba"": 1.0, ""O"": 3.0, ""W"": 1.0}",5,2.78
10261,Rb1 Ag1 N3,RbAgN3,ABC3,Ag-N-Rb,3,"[""Ag"", ""N"", ""Rb""]","{""Ag"": 1.0, ""N"": 3.0, ""Rb"": 1.0}",5,3.82
10262,Zr1 V1 N1 O1 F1,ZrVNOF,ABCDE,F-N-O-V-Zr,5,"[""F"", ""N"", ""O"", ""V"", ""Zr""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""V"": 1.0, ""Zr"": 1.0}",5,1.0
10263,Co1 Pb1 S1 O2,CoPbSO2,ABCD2,Co-O-Pb-S,4,"[""Co"", ""O"", ""Pb"", ""S""]","{""Co"": 1.0, ""O"": 2.0, ""Pb"": 1.0, ""S"": 1.0}",5,0.9
10264,Ir1 Pd1 N2 O1,IrPdN2O,ABCD2,Ir-N-O-Pd,4,"[""Ir"", ""N"", ""O"", ""Pd""]","{""Ir"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Pd"": 1.0}",5,1.9
10265,Nb1 Co1 N2 O1,NbCoN2O,ABCD2,Co-N-Nb-O,4,"[""Co"", ""N"", ""Nb"", ""O""]","{""Co"": 1.0, ""N"": 2.0, ""Nb"": 1.0, ""O"": 1.0}",5,0.62
10266,Ta1 Cu1 N3,TaCuN3,ABC3,Cu-N-Ta,3,"[""Cu"", ""N"", ""Ta""]","{""Cu"": 1.0, ""N"": 3.0, ""Ta"": 1.0}",5,1.54
10267,Cu1 Ge1 N3,CuGeN3,ABC3,Cu-Ge-N,3,"[""Cu"", ""Ge"", ""N""]","{""Cu"": 1.0, ""Ge"": 1.0, ""N"": 3.0}",5,1.88
10268,Rb1 Pd1 N1 O1 F1,RbPdNOF,ABCDE,F-N-O-Pd-Rb,5,"[""F"", ""N"", ""O"", ""Pd"", ""Rb""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Pd"": 1.0, ""Rb"": 1.0}",5,3.1
10269,Ti1 Nb1 S1 O2,TiNbSO2,ABCD2,Nb-O-S-Ti,4,"[""Nb"", ""O"", ""S"", ""Ti""]","{""Nb"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Ti"": 1.0}",5,0.78
10270,Li1 Hf1 N3,LiHfN3,ABC3,Hf-Li-N,3,"[""Hf"", ""Li"", ""N""]","{""Hf"": 1.0, ""Li"": 1.0, ""N"": 3.0}",5,2.12
10271,Li1 Rh1 O3,LiRhO3,ABC3,Li-O-Rh,3,"[""Li"", ""O"", ""Rh""]","{""Li"": 1.0, ""O"": 3.0, ""Rh"": 1.0}",5,2.12
10272,Cs1 Ti1 N1 O2,CsTiNO2,ABCD2,Cs-N-O-Ti,4,"[""Cs"", ""N"", ""O"", ""Ti""]","{""Cs"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Ti"": 1.0}",5,0.74
10273,Y1 Pb1 N1 O1 F1,YPbNOF,ABCDE,F-N-O-Pb-Y,5,"[""F"", ""N"", ""O"", ""Pb"", ""Y""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Pb"": 1.0, ""Y"": 1.0}",5,0.84
10274,Ca1 Ni1 O2 F1,CaNiO2F,ABCD2,Ca-F-Ni-O,4,"[""Ca"", ""F"", ""Ni"", ""O""]","{""Ca"": 1.0, ""F"": 1.0, ""Ni"": 1.0, ""O"": 2.0}",5,0.64
10275,Na1 W1 S1 O2,NaWSO2,ABCD2,Na-O-S-W,4,"[""Na"", ""O"", ""S"", ""W""]","{""Na"": 1.0, ""O"": 2.0, ""S"": 1.0, ""W"": 1.0}",5,0.64
10276,Sr1 Ta1 N1 O2,SrTaNO2,ABCD2,N-O-Sr-Ta,4,"[""N"", ""O"", ""Sr"", ""Ta""]","{""N"": 1.0, ""O"": 2.0, ""Sr"": 1.0, ""Ta"": 1.0}",5,1.68
10277,Ge1 Ir1 O2 F1,GeIrO2F,ABCD2,F-Ge-Ir-O,4,"[""F"", ""Ge"", ""Ir"", ""O""]","{""F"": 1.0, ""Ge"": 1.0, ""Ir"": 1.0, ""O"": 2.0}",5,1.5
10278,Ba1 V1 O3,BaVO3,ABC3,Ba-O-V,3,"[""Ba"", ""O"", ""V""]","{""Ba"": 1.0, ""O"": 3.0, ""V"": 1.0}",5,1.3
10279,Cs1 Ru1 N3,CsRuN3,ABC3,Cs-N-Ru,3,"[""Cs"", ""N"", ""Ru""]","{""Cs"": 1.0, ""N"": 3.0, ""Ru"": 1.0}",5,2.1
10280,K1 Ta1 N1 O2,KTaNO2,ABCD2,K-N-O-Ta,4,"[""K"", ""N"", ""O"", ""Ta""]","{""K"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Ta"": 1.0}",5,1.74
10281,Ta1 V1 N2 O1,TaVN2O,ABCD2,N-O-Ta-V,4,"[""N"", ""O"", ""Ta"", ""V""]","{""N"": 2.0, ""O"": 1.0, ""Ta"": 1.0, ""V"": 1.0}",5,0.68
10282,La1 Y1 S1 O2,LaYSO2,ABCD2,La-O-S-Y,4,"[""La"", ""O"", ""S"", ""Y""]","{""La"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Y"": 1.0}",5,0.62
10283,Cd1 Pd1 O2 F1,CdPdO2F,ABCD2,Cd-F-O-Pd,4,"[""Cd"", ""F"", ""O"", ""Pd""]","{""Cd"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Pd"": 1.0}",5,1.14
10284,La1 Fe1 O2 F1,LaFeO2F,ABCD2,F-Fe-La-O,4,"[""F"", ""Fe"", ""La"", ""O""]","{""F"": 1.0, ""Fe"": 1.0, ""La"": 1.0, ""O"": 2.0}",5,1.82
10285,Na1 Y1 O3,NaYO3,ABC3,Na-O-Y,3,"[""Na"", ""O"", ""Y""]","{""Na"": 1.0, ""O"": 3.0, ""Y"": 1.0}",5,0.86
10286,Sr1 Ca1 N1 O1 F1,SrCaNOF,ABCDE,Ca-F-N-O-Sr,5,"[""Ca"", ""F"", ""N"", ""O"", ""Sr""]","{""Ca"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Sr"": 1.0}",5,1.88
10287,Cd1 Fe1 N2 O1,CdFeN2O,ABCD2,Cd-Fe-N-O,4,"[""Cd"", ""Fe"", ""N"", ""O""]","{""Cd"": 1.0, ""Fe"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.28
10288,V1 Cd1 S1 O2,VCdSO2,ABCD2,Cd-O-S-V,4,"[""Cd"", ""O"", ""S"", ""V""]","{""Cd"": 1.0, ""O"": 2.0, ""S"": 1.0, ""V"": 1.0}",5,1.08
10289,Zr1 As1 N1 O2,ZrAsNO2,ABCD2,As-N-O-Zr,4,"[""As"", ""N"", ""O"", ""Zr""]","{""As"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Zr"": 1.0}",5,0.8
10290,Be1 B1 N1 O2,BeBNO2,ABCD2,B-Be-N-O,4,"[""B"", ""Be"", ""N"", ""O""]","{""B"": 1.0, ""Be"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.74
10291,Ni1 Rh1 N3,NiRhN3,ABC3,N-Ni-Rh,3,"[""N"", ""Ni"", ""Rh""]","{""N"": 3.0, ""Ni"": 1.0, ""Rh"": 1.0}",5,1.48
10292,Fe1 Cu1 N1 O1 F1,FeCuNOF,ABCDE,Cu-F-Fe-N-O,5,"[""Cu"", ""F"", ""Fe"", ""N"", ""O""]","{""Cu"": 1.0, ""F"": 1.0, ""Fe"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.12
10293,Ba1 In1 N3,BaInN3,ABC3,Ba-In-N,3,"[""Ba"", ""In"", ""N""]","{""Ba"": 1.0, ""In"": 1.0, ""N"": 3.0}",5,1.94
10294,Zr1 Al1 O3,ZrAlO3,ABC3,Al-O-Zr,3,"[""Al"", ""O"", ""Zr""]","{""Al"": 1.0, ""O"": 3.0, ""Zr"": 1.0}",5,0.66
10295,Ni1 Ag1 N2 O1,NiAgN2O,ABCD2,Ag-N-Ni-O,4,"[""Ag"", ""N"", ""Ni"", ""O""]","{""Ag"": 1.0, ""N"": 2.0, ""Ni"": 1.0, ""O"": 1.0}",5,2.02
10296,Cd1 Au1 N2 O1,CdAuN2O,ABCD2,Au-Cd-N-O,4,"[""Au"", ""Cd"", ""N"", ""O""]","{""Au"": 1.0, ""Cd"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,2.06
10297,Rb1 W1 N1 O1 F1,RbWNOF,ABCDE,F-N-O-Rb-W,5,"[""F"", ""N"", ""O"", ""Rb"", ""W""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Rb"": 1.0, ""W"": 1.0}",5,0.6
10298,Cr1 Pd1 N1 O1 F1,CrPdNOF,ABCDE,Cr-F-N-O-Pd,5,"[""Cr"", ""F"", ""N"", ""O"", ""Pd""]","{""Cr"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Pd"": 1.0}",5,1.06
10299,Mo1 W1 N1 O1 F1,MoWNOF,ABCDE,F-Mo-N-O-W,5,"[""F"", ""Mo"", ""N"", ""O"", ""W""]","{""F"": 1.0, ""Mo"": 1.0, ""N"": 1.0, ""O"": 1.0, ""W"": 1.0}",5,1.12
10300,Ca1 La1 S1 O2,CaLaSO2,ABCD2,Ca-La-O-S,4,"[""Ca"", ""La"", ""O"", ""S""]","{""Ca"": 1.0, ""La"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,1.28
10301,Cd1 Ge1 N2 O1,CdGeN2O,ABCD2,Cd-Ge-N-O,4,"[""Cd"", ""Ge"", ""N"", ""O""]","{""Cd"": 1.0, ""Ge"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.26
10302,K1 Nb1 N2 O1,KNbN2O,ABCD2,K-N-Nb-O,4,"[""K"", ""N"", ""Nb"", ""O""]","{""K"": 1.0, ""N"": 2.0, ""Nb"": 1.0, ""O"": 1.0}",5,3.94
10303,Na1 Tl1 N1 O1 F1,NaTlNOF,ABCDE,F-N-Na-O-Tl,5,"[""F"", ""N"", ""Na"", ""O"", ""Tl""]","{""F"": 1.0, ""N"": 1.0, ""Na"": 1.0, ""O"": 1.0, ""Tl"": 1.0}",5,1.54
10304,Nb1 V1 N1 O2,NbVNO2,ABCD2,N-Nb-O-V,4,"[""N"", ""Nb"", ""O"", ""V""]","{""N"": 1.0, ""Nb"": 1.0, ""O"": 2.0, ""V"": 1.0}",5,0.88
10305,Ag1 Rh1 N2 O1,AgRhN2O,ABCD2,Ag-N-O-Rh,4,"[""Ag"", ""N"", ""O"", ""Rh""]","{""Ag"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Rh"": 1.0}",5,2.18
10306,Cu1 Ge1 N1 O1 F1,CuGeNOF,ABCDE,Cu-F-Ge-N-O,5,"[""Cu"", ""F"", ""Ge"", ""N"", ""O""]","{""Cu"": 1.0, ""F"": 1.0, ""Ge"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,0.98
10307,Ti1 Cd1 S1 O2,TiCdSO2,ABCD2,Cd-O-S-Ti,4,"[""Cd"", ""O"", ""S"", ""Ti""]","{""Cd"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Ti"": 1.0}",5,0.6
10308,As1 Pb1 N2 O1,AsPbN2O,ABCD2,As-N-O-Pb,4,"[""As"", ""N"", ""O"", ""Pb""]","{""As"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Pb"": 1.0}",5,1.16
10309,Cr1 Ru1 N3,CrRuN3,ABC3,Cr-N-Ru,3,"[""Cr"", ""N"", ""Ru""]","{""Cr"": 1.0, ""N"": 3.0, ""Ru"": 1.0}",5,1.16
10310,Mn1 As1 O2 F1,MnAsO2F,ABCD2,As-F-Mn-O,4,"[""As"", ""F"", ""Mn"", ""O""]","{""As"": 1.0, ""F"": 1.0, ""Mn"": 1.0, ""O"": 2.0}",5,0.86
10311,Sr1 Si1 N1 O1 F1,SrSiNOF,ABCDE,F-N-O-Si-Sr,5,"[""F"", ""N"", ""O"", ""Si"", ""Sr""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Si"": 1.0, ""Sr"": 1.0}",5,2.74
10312,Sr1 Mg1 N3,SrMgN3,ABC3,Mg-N-Sr,3,"[""Mg"", ""N"", ""Sr""]","{""Mg"": 1.0, ""N"": 3.0, ""Sr"": 1.0}",5,3.54
10313,Ba1 La1 S1 O2,BaLaSO2,ABCD2,Ba-La-O-S,4,"[""Ba"", ""La"", ""O"", ""S""]","{""Ba"": 1.0, ""La"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,1.72
10314,Mn1 W1 N1 O1 F1,MnWNOF,ABCDE,F-Mn-N-O-W,5,"[""F"", ""Mn"", ""N"", ""O"", ""W""]","{""F"": 1.0, ""Mn"": 1.0, ""N"": 1.0, ""O"": 1.0, ""W"": 1.0}",5,0.84
10315,Cs1 Re1 O2 F1,CsReO2F,ABCD2,Cs-F-O-Re,4,"[""Cs"", ""F"", ""O"", ""Re""]","{""Cs"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Re"": 1.0}",5,0.78
10316,In2 S1 O2,In2SO2,AB2C2,In-O-S,3,"[""In"", ""O"", ""S""]","{""In"": 2.0, ""O"": 2.0, ""S"": 1.0}",5,0.82
10317,Te1 Au1 O2 F1,TeAuO2F,ABCD2,Au-F-O-Te,4,"[""Au"", ""F"", ""O"", ""Te""]","{""Au"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Te"": 1.0}",5,1.04
10318,V1 Cu1 O2 F1,VCuO2F,ABCD2,Cu-F-O-V,4,"[""Cu"", ""F"", ""O"", ""V""]","{""Cu"": 1.0, ""F"": 1.0, ""O"": 2.0, ""V"": 1.0}",5,0.5
10319,B1 Os1 O2 F1,BOsO2F,ABCD2,B-F-O-Os,4,"[""B"", ""F"", ""O"", ""Os""]","{""B"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Os"": 1.0}",5,2.18
10320,In1 Bi1 N2 O1,InBiN2O,ABCD2,Bi-In-N-O,4,"[""Bi"", ""In"", ""N"", ""O""]","{""Bi"": 1.0, ""In"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.28
10321,La1 Tl1 S1 O2,LaTlSO2,ABCD2,La-O-S-Tl,4,"[""La"", ""O"", ""S"", ""Tl""]","{""La"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Tl"": 1.0}",5,1.2
10322,La1 Ir1 N3,LaIrN3,ABC3,Ir-La-N,3,"[""Ir"", ""La"", ""N""]","{""Ir"": 1.0, ""La"": 1.0, ""N"": 3.0}",5,3.08
10323,La1 Sb1 N2 O1,LaSbN2O,ABCD2,La-N-O-Sb,4,"[""La"", ""N"", ""O"", ""Sb""]","{""La"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sb"": 1.0}",5,1.4
10324,Li1 Pt1 O3,LiPtO3,ABC3,Li-O-Pt,3,"[""Li"", ""O"", ""Pt""]","{""Li"": 1.0, ""O"": 3.0, ""Pt"": 1.0}",5,2.3
10325,Al1 Ga1 N2 O1,AlGaN2O,ABCD2,Al-Ga-N-O,4,"[""Al"", ""Ga"", ""N"", ""O""]","{""Al"": 1.0, ""Ga"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.56
10326,Fe1 Os1 N3,FeOsN3,ABC3,Fe-N-Os,3,"[""Fe"", ""N"", ""Os""]","{""Fe"": 1.0, ""N"": 3.0, ""Os"": 1.0}",5,1.52
10327,Ba1 Bi1 O2 F1,BaBiO2F,ABCD2,Ba-Bi-F-O,4,"[""Ba"", ""Bi"", ""F"", ""O""]","{""Ba"": 1.0, ""Bi"": 1.0, ""F"": 1.0, ""O"": 2.0}",5,1.44
10328,Co1 Os1 S1 O2,CoOsSO2,ABCD2,Co-O-Os-S,4,"[""Co"", ""O"", ""Os"", ""S""]","{""Co"": 1.0, ""O"": 2.0, ""Os"": 1.0, ""S"": 1.0}",5,1.56
10329,Mn1 Cr1 S1 O2,MnCrSO2,ABCD2,Cr-Mn-O-S,4,"[""Cr"", ""Mn"", ""O"", ""S""]","{""Cr"": 1.0, ""Mn"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.68
10330,Ni1 Ag1 N3,NiAgN3,ABC3,Ag-N-Ni,3,"[""Ag"", ""N"", ""Ni""]","{""Ag"": 1.0, ""N"": 3.0, ""Ni"": 1.0}",5,1.9
10331,Fe1 Si1 O3,FeSiO3,ABC3,Fe-O-Si,3,"[""Fe"", ""O"", ""Si""]","{""Fe"": 1.0, ""O"": 3.0, ""Si"": 1.0}",5,1.3
10332,Ba1 Co1 N1 O2,BaCoNO2,ABCD2,Ba-Co-N-O,4,"[""Ba"", ""Co"", ""N"", ""O""]","{""Ba"": 1.0, ""Co"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.78
10333,Mn1 Al1 O3,MnAlO3,ABC3,Al-Mn-O,3,"[""Al"", ""Mn"", ""O""]","{""Al"": 1.0, ""Mn"": 1.0, ""O"": 3.0}",5,1.06
10334,Na1 Ca1 O3,NaCaO3,ABC3,Ca-Na-O,3,"[""Ca"", ""Na"", ""O""]","{""Ca"": 1.0, ""Na"": 1.0, ""O"": 3.0}",5,1.5
10335,Cd1 Sn1 O3,CdSnO3,ABC3,Cd-O-Sn,3,"[""Cd"", ""O"", ""Sn""]","{""Cd"": 1.0, ""O"": 3.0, ""Sn"": 1.0}",5,1.32
10336,Ca1 Bi1 O2 F1,CaBiO2F,ABCD2,Bi-Ca-F-O,4,"[""Bi"", ""Ca"", ""F"", ""O""]","{""Bi"": 1.0, ""Ca"": 1.0, ""F"": 1.0, ""O"": 2.0}",5,0.96
10337,Be1 Si1 N1 O2,BeSiNO2,ABCD2,Be-N-O-Si,4,"[""Be"", ""N"", ""O"", ""Si""]","{""Be"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Si"": 1.0}",5,1.58
10338,Pd1 W1 N1 O1 F1,PdWNOF,ABCDE,F-N-O-Pd-W,5,"[""F"", ""N"", ""O"", ""Pd"", ""W""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Pd"": 1.0, ""W"": 1.0}",5,2.1
10339,Mn1 Te1 N1 O1 F1,MnTeNOF,ABCDE,F-Mn-N-O-Te,5,"[""F"", ""Mn"", ""N"", ""O"", ""Te""]","{""F"": 1.0, ""Mn"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Te"": 1.0}",5,1.08
10340,Ca1 Co1 N1 O2,CaCoNO2,ABCD2,Ca-Co-N-O,4,"[""Ca"", ""Co"", ""N"", ""O""]","{""Ca"": 1.0, ""Co"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.6
10341,Ga1 Hg1 N3,GaHgN3,ABC3,Ga-Hg-N,3,"[""Ga"", ""Hg"", ""N""]","{""Ga"": 1.0, ""Hg"": 1.0, ""N"": 3.0}",5,2.6
10342,Sr1 Co1 S1 O2,SrCoSO2,ABCD2,Co-O-S-Sr,4,"[""Co"", ""O"", ""S"", ""Sr""]","{""Co"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sr"": 1.0}",5,0.9
10343,Cd1 Hg1 S1 O2,CdHgSO2,ABCD2,Cd-Hg-O-S,4,"[""Cd"", ""Hg"", ""O"", ""S""]","{""Cd"": 1.0, ""Hg"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,1.22
10344,Ga1 As1 N2 O1,GaAsN2O,ABCD2,As-Ga-N-O,4,"[""As"", ""Ga"", ""N"", ""O""]","{""As"": 1.0, ""Ga"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.26
10345,Mg1 Au1 N1 O1 F1,MgAuNOF,ABCDE,Au-F-Mg-N-O,5,"[""Au"", ""F"", ""Mg"", ""N"", ""O""]","{""Au"": 1.0, ""F"": 1.0, ""Mg"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,2.08
10346,V1 Co1 N3,VCoN3,ABC3,Co-N-V,3,"[""Co"", ""N"", ""V""]","{""Co"": 1.0, ""N"": 3.0, ""V"": 1.0}",5,1.48
10347,Na1 Ru1 N1 O2,NaRuNO2,ABCD2,N-Na-O-Ru,4,"[""N"", ""Na"", ""O"", ""Ru""]","{""N"": 1.0, ""Na"": 1.0, ""O"": 2.0, ""Ru"": 1.0}",5,0.86
10348,Na1 Rh1 N2 O1,NaRhN2O,ABCD2,N-Na-O-Rh,4,"[""N"", ""Na"", ""O"", ""Rh""]","{""N"": 2.0, ""Na"": 1.0, ""O"": 1.0, ""Rh"": 1.0}",5,1.88
