sample_id,split_strategy,test_element_set,nearest_train_element_set,max_jaccard_similarity,n_shared_elements,n_test_elements,n_train_elements_nearest,target
17603,group_reduced_formula,Cs-F-N-O-V,Cs-F-N-O,0.8,4,5,4,0.94
17625,group_reduced_formula,Cu-F-O-Si,Cu-F-N-O-Si,0.8,4,4,5,1.88
17633,group_reduced_formula,Ca-N-V,Ca-N-O-V,0.75,3,3,4,3.4
17640,group_reduced_formula,F-Ga-N-Ni-O,F-Ga-N-O,0.8,4,5,4,1.3
17647,group_reduced_formula,F-Li-O-Ta,F-O-Ta,0.75,3,4,3,0.18
17650,group_reduced_formula,Ca-Cu-F-O,Ca-Cu-O,0.75,3,4,3,0.78
17656,group_reduced_formula,B-Ge-O-S,B-Ge-O,0.75,3,4,3,1.24
17658,group_reduced_formula,F-O-Sr-Zn,F-O-Zn,0.75,3,4,3,0.5
17659,group_reduced_formula,Ag-As-F-N-O,Ag-As-N-O,0.8,4,5,4,1.9
17667,group_reduced_formula,Mg-O-S-Zr,Mg-O-Zr,0.75,3,4,3,1.5
17671,group_reduced_formula,F-In-La-O,F-In-La-N-O,0.8,4,4,5,0.62
17683,group_reduced_formula,Ir-K-N,Ir-K-N-O,0.75,3,3,4,1.9
17701,group_reduced_formula,Hf-N-Ni,Hf-N-Ni-O,0.75,3,3,4,1.24
17702,group_reduced_formula,Hg-O-Pb,F-Hg-O-Pb,0.75,3,3,4,1.38
17706,group_reduced_formula,N-Sn-Y,N-O-Sn-Y,0.75,3,3,4,1.76
17711,group_reduced_formula,La-Mn-O,F-La-Mn-O,0.75,3,3,4,-0.12
17716,group_reduced_formula,Be-O-Re-S,Be-O-Re,0.75,3,4,3,1.62
17727,group_reduced_formula,F-Hg-N-O-Ta,F-Hg-O-Ta,0.8,4,5,4,2.44
17731,group_reduced_formula,F-N-Nb-O-Pt,F-N-Nb-O,0.8,4,5,4,0.7
17744,group_reduced_formula,Ba-F-Ge-N-O,Ba-F-Ge-O,0.8,4,5,4,1.98
17748,group_reduced_formula,N-O-Rh-Zr,F-N-O-Rh-Zr,0.8,4,4,5,1.3
17751,group_reduced_formula,Co-N-O-V,Co-N-O-V,1.0,4,4,4,0.54
17757,group_reduced_formula,F-N-O-Ta-Ti,F-N-O-Ta,0.8,4,5,4,1.08
17768,group_reduced_formula,K-Na-O,F-K-Na-O,0.75,3,3,4,1.82
17773,group_reduced_formula,O-S-Sn-Ti,O-S-Ti,0.75,3,4,3,1.28
17787,group_reduced_formula,N-O-Rh-Sn,N-O-Rh-Sn,1.0,4,4,4,1.14
17797,group_reduced_formula,F-La-N-O-Zn,F-La-N-O,0.8,4,5,4,1.54
17798,group_reduced_formula,Cs-In-O,Cs-F-In-O,0.75,3,3,4,0.86
17802,group_reduced_formula,Co-O-Ta,Co-F-O-Ta,0.75,3,3,4,0.42
17830,group_reduced_formula,Cu-N-O-Rh,Cu-N-O-Rh,1.0,4,4,4,1.44
17833,group_reduced_formula,Cd-Co-O-S,Ag-Cd-O-S,0.6,3,4,4,2.16
17839,group_reduced_formula,F-O-Te-Ti,F-N-O-Te-Ti,0.8,4,4,5,1.72
17840,group_reduced_formula,F-Ga-Ir-N-O,F-Ga-Ir-O,0.8,4,5,4,1.32
17843,group_reduced_formula,Ir-N-Re,Ir-N,0.6666666666666666,2,3,2,2.24
17844,group_reduced_formula,Ba-Be-O,Ba-Be-F-O,0.75,3,3,4,2.92
17855,group_reduced_formula,B-Cd-N,B-N,0.6666666666666666,2,3,2,2.14
17864,group_reduced_formula,F-In-O-Si,F-In-O,0.75,3,4,3,0.84
17872,group_reduced_formula,Be-Cu-N-O,Be-Cu-N-O,1.0,4,4,4,2.18
17873,group_reduced_formula,Co-F-N-O-Zr,Co-F-N-O,0.8,4,5,4,1.0
17880,group_reduced_formula,N-Ni-O-Sr,N-Ni-O-Sr,1.0,4,4,4,1.56
17881,group_reduced_formula,Na-Ni-O,F-Na-Ni-O,0.75,3,3,4,1.02
17896,group_reduced_formula,As-Ba-F-N-O,As-Ba-F-O,0.8,4,5,4,2.38
17897,group_reduced_formula,Cu-Mg-O-S,Cu-Mg-O,0.75,3,4,3,1.1
17898,group_reduced_formula,N-Re-Te,N-O-Re-Te,0.75,3,3,4,1.18
17904,group_reduced_formula,O-Os-Rb,N-O-Os-Rb,0.75,3,3,4,0.56
17906,group_reduced_formula,N-Ni-O-Os,F-N-Ni-O-Os,0.8,4,4,5,1.62
17909,group_reduced_formula,Be-N-O-Sn,Be-N-O-Sn,1.0,4,4,4,1.42
17919,group_reduced_formula,N-V-Y,N-O-V-Y,0.75,3,3,4,2.5
17920,group_reduced_formula,Mg-N-W,Mg-N-O-W,0.75,3,3,4,0.8
17925,group_reduced_formula,As-Be-F-N-O,As-Be-F-O,0.8,4,5,4,2.02
17935,group_reduced_formula,F-Nb-O-Zr,F-N-Nb-O-Zr,0.8,4,4,5,0.98
17937,group_reduced_formula,La-O-Rh,La-N-O-Rh,0.75,3,3,4,0.68
17968,group_reduced_formula,Ag-F-O-Pt,Ag-F-N-O-Pt,0.8,4,4,5,1.16
17978,group_reduced_formula,Nb-O-Pb,Nb-O-Pb-S,0.75,3,3,4,1.26
17996,group_reduced_formula,In-O-S-Ta,In-O-S,0.75,3,4,3,1.24
18002,group_reduced_formula,Ba-Mo-O-S,Ba-Mo-O,0.75,3,4,3,2.54
18006,group_reduced_formula,As-Co-N,As-Co-N-O,0.75,3,3,4,1.96
18008,group_reduced_formula,Ir-N-O-Sb,Ir-N-O-Sb,1.0,4,4,4,1.14
18009,group_reduced_formula,Al-N-Te,Al-N-O-Te,0.75,3,3,4,2.14
18025,group_reduced_formula,F-Ge-O,Al-F-Ge-O,0.75,3,3,4,0.62
18036,group_reduced_formula,O-Pt-Re-S,O-Pt-Re,0.75,3,4,3,1.1
18058,group_reduced_formula,Ag-F-Ge-O,Ag-F-Ge-N-O,0.8,4,4,5,1.42
18062,group_reduced_formula,O-S-Sb-Ta,O-S-Sb,0.75,3,4,3,1.62
18091,group_reduced_formula,Ag-N-O-Rb,Ag-N-O-Rb,1.0,4,4,4,2.52
18100,group_reduced_formula,F-N-O-Sc-Sr,F-N-O-Sc,0.8,4,5,4,2.4
18127,group_reduced_formula,F-Hf-O-V,F-Hf-O,0.75,3,4,3,0.72
18147,group_reduced_formula,Mg-O-S-Zr,Mg-O-Zr,0.75,3,4,3,0.6
18151,group_reduced_formula,F-Ni-O-Sc,F-N-Ni-O-Sc,0.8,4,4,5,1.06
18165,group_reduced_formula,Au-Bi-O-S,Au-O-S,0.75,3,4,3,1.06
18207,group_reduced_formula,Co-F-O-V,Co-F-N-O-V,0.8,4,4,5,0.9
18213,group_reduced_formula,Cs-O-S-Sn,Cs-O-S,0.75,3,4,3,1.2
18221,group_reduced_formula,N-Ni-Zn,N-Ni-O-Zn,0.75,3,3,4,1.64
18224,group_reduced_formula,Al-N-O-Si,Al-N-O-Si,1.0,4,4,4,1.42
18226,group_reduced_formula,La-Mn-O,F-La-Mn-O,0.75,3,3,4,0.76
18229,group_reduced_formula,F-Mn-O-Zr,F-Mn-N-O-Zr,0.8,4,4,5,1.1
18236,group_reduced_formula,Be-F-N-Ni-O,Be-F-N-O,0.8,4,5,4,1.7
18242,group_reduced_formula,F-Hg-O-Ru,F-Hg-N-O-Ru,0.8,4,4,5,0.92
18243,group_reduced_formula,Ca-Hf-N-O,Ca-Hf-N-O,1.0,4,4,4,1.4
18248,group_reduced_formula,Fe-O-Pd-S,Fe-O-Pd,0.75,3,4,3,1.18
18251,group_reduced_formula,Hf-O-Zr,Hf-N-O-Zr,0.75,3,3,4,0.42
18252,group_reduced_formula,N-O-Rb-Te,N-O-Rb-Te,1.0,4,4,4,2.46
18258,group_reduced_formula,As-Be-O,As-Be-F-O,0.75,3,3,4,1.22
18269,group_reduced_formula,N-Pb-Pd,N-O-Pb-Pd,0.75,3,3,4,2.58
18270,group_reduced_formula,F-Fe-Ge-N-O,F-Fe-Ge-O,0.8,4,5,4,0.88
18272,group_reduced_formula,Ir-N-O-Y,Ir-N-O-Y,1.0,4,4,4,1.18
18274,group_reduced_formula,Cs-La-N-O,Cs-La-N-O,1.0,4,4,4,1.08
18277,group_reduced_formula,Au-N-Zn,Au-N-O-Zn,0.75,3,3,4,2.12
18289,group_reduced_formula,La-O-Os,F-La-O-Os,0.75,3,3,4,1.62
18290,group_reduced_formula,F-Hf-N-O,Ag-F-Hf-N-O,0.8,4,4,5,1.28
18296,group_reduced_formula,As-Co-N,As-Co-N-O,0.75,3,3,4,1.78
18298,group_reduced_formula,F-Ga-O-Pd,F-Ga-N-O-Pd,0.8,4,4,5,0.9
18299,group_reduced_formula,Ga-Li-N,Ga-Li-N-O,0.75,3,3,4,2.3
18300,group_reduced_formula,Mo-O-S-Sn,Mo-O-S,0.75,3,4,3,0.54
18311,group_reduced_formula,Ge-Mg-O,F-Ge-Mg-O,0.75,3,3,4,1.22
18321,group_reduced_formula,F-O-Sn-Tl,F-N-O-Sn-Tl,0.8,4,4,5,0.86
18324,group_reduced_formula,Ag-B-N-O,Ag-B-N-O,1.0,4,4,4,1.96
18325,group_reduced_formula,Ca-Ga-O,Ca-F-Ga-O,0.75,3,3,4,1.66
18335,group_reduced_formula,F-N-O-Re-Ru,F-N-O-Re,0.8,4,5,4,1.22
18350,group_reduced_formula,Al-N-Pb,Al-N-O-Pb,0.75,3,3,4,2.06
18354,group_reduced_formula,In-O-V,F-In-O-V,0.75,3,3,4,0.2
18360,group_reduced_formula,Hf-N-Re,Hf-N-O-Re,0.75,3,3,4,0.84
18362,group_reduced_formula,Mo-N-O-W,F-Mo-N-O-W,0.8,4,4,5,0.72
18387,group_reduced_formula,Be-Cs-N-O,Be-Cs-N-O,1.0,4,4,4,1.92
18389,group_reduced_formula,Al-Cs-O,Al-Cs-N-O,0.75,3,3,4,2.18
18393,group_reduced_formula,Au-O-Ti,Au-F-O-Ti,0.75,3,3,4,0.94
18414,group_reduced_formula,Au-Bi-F-O,Au-Bi-F-N-O,0.8,4,4,5,1.1
18435,group_reduced_formula,N-O-Ti-Zr,N-O-Ti-Zr,1.0,4,4,4,0.72
18439,group_reduced_formula,Ba-Cr-F-O,Ba-Cr-F-N-O,0.8,4,4,5,2.42
18447,group_reduced_formula,N-Te-Tl,N-O-Te-Tl,0.75,3,3,4,1.84
18459,group_reduced_formula,F-Na-O-Re,F-Na-O,0.75,3,4,3,0.58
18466,group_reduced_formula,Cs-F-N-O-Tl,Cs-F-N-O,0.8,4,5,4,1.4
18468,group_reduced_formula,Ag-F-N-O-Sb,Ag-F-O-Sb,0.8,4,5,4,1.68
18472,group_reduced_formula,Fe-N-O-Pb,Fe-N-O-Pb,1.0,4,4,4,1.76
18497,group_reduced_formula,Ge-Ir-N,Ge-Ir-N-O,0.75,3,3,4,1.22
18509,group_reduced_formula,Al-Ca-N,Al-Ca-N-O,0.75,3,3,4,1.58
18514,group_reduced_formula,F-Hg-O-Tl,F-Hg-N-O-Tl,0.8,4,4,5,1.08
18519,group_reduced_formula,Cd-O-S-Sr,Cd-O-Sr,0.75,3,4,3,1.36
18557,group_reduced_formula,F-O-Ti-Tl,F-N-O-Ti-Tl,0.8,4,4,5,-0.08
18583,group_reduced_formula,Cd-Hf-O,Cd-F-Hf-O,0.75,3,3,4,1.3
18588,group_reduced_formula,B-Be-F-O,B-Be-F-N-O,0.8,4,4,5,2.52
18606,group_reduced_formula,La-O-Sr,F-La-O-Sr,0.75,3,3,4,0.78
18607,group_reduced_formula,Au-Li-O-S,Au-O-S,0.75,3,4,3,1.6
18615,group_reduced_formula,Li-N-Y,Li-N-O-Y,0.75,3,3,4,2.06
18620,group_reduced_formula,N-O-Sc-Zr,N-O-Sc-Zr,1.0,4,4,4,0.68
18634,group_reduced_formula,K-N-O-Pd,K-N-O-Pd,1.0,4,4,4,2.96
18639,group_reduced_formula,Ca-Co-N-O,Ca-Co-F-N-O,0.8,4,4,5,1.3
18641,group_reduced_formula,Ga-N-Pd,Ga-N-O-Pd,0.75,3,3,4,1.62
18648,group_reduced_formula,F-Hf-O-V,F-Hf-O,0.75,3,4,3,1.32
18662,group_reduced_formula,O-S-Te-Ti,O-S-Ti,0.75,3,4,3,1.56
18668,group_reduced_formula,Cu-Ga-O,Cu-Ga-N-O,0.75,3,3,4,1.44
18669,group_reduced_formula,O-S-Sn,Al-O-S-Sn,0.75,3,3,4,0.6
18673,group_reduced_formula,Cs-Ge-N-O,Cs-F-Ge-N-O,0.8,4,4,5,2.62
18686,group_reduced_formula,F-K-Mn-O,F-K-Mn-N-O,0.8,4,4,5,0.3
18709,group_reduced_formula,Co-F-Li-N-O,Co-F-Li-O,0.8,4,5,4,1.24
18715,group_reduced_formula,F-Na-O-Zr,F-N-Na-O-Zr,0.8,4,4,5,1.82
18730,group_reduced_formula,Ge-O-Rh,Ge-N-O-Rh,0.75,3,3,4,1.12
18734,group_reduced_formula,F-N-O-Pb-Sb,F-N-O-Pb,0.8,4,5,4,1.42
18736,group_reduced_formula,Ca-N-O-Sb,Ca-N-O-Sb,1.0,4,4,4,0.56
18737,group_reduced_formula,F-La-O-Rh,F-La-N-O-Rh,0.8,4,4,5,1.58
18753,group_reduced_formula,F-Ga-O-Pd,F-Ga-N-O-Pd,0.8,4,4,5,1.32
18756,group_reduced_formula,F-La-Ni-O,F-La-N-Ni-O,0.8,4,4,5,1.44
18757,group_reduced_formula,Cs-Mo-O-S,Cs-Mo-O,0.75,3,4,3,0.94
18794,group_reduced_formula,N-Pd-Sr,N-O-Pd-Sr,0.75,3,3,4,1.98
18795,group_reduced_formula,Al-F-Mn-O,Al-F-Mn-N-O,0.8,4,4,5,0.98
18796,group_reduced_formula,Cu-O-Ru-S,Cu-O-Ru,0.75,3,4,3,1.54
18805,group_reduced_formula,Al-Ca-N,Al-Ca-N-O,0.75,3,3,4,2.0
18806,group_reduced_formula,O-Sr-Ti,F-O-Sr-Ti,0.75,3,3,4,-0.24
18808,group_reduced_formula,Bi-O-Pd,Bi-F-O-Pd,0.75,3,3,4,1.5
18825,group_reduced_formula,Fe-Li-O,F-Fe-Li-O,0.75,3,3,4,0.68
18840,group_reduced_formula,Nb-O-S-Zr,Nb-O-S,0.75,3,4,3,0.9
18843,group_reduced_formula,Li-N-Nb-O,Li-N-Nb-O,1.0,4,4,4,1.14
18848,group_reduced_formula,N-O-Pt-Rh,N-O-Pt-Rh,1.0,4,4,4,1.76
18874,group_reduced_formula,Fe-Ge-O-S,Fe-Ge-O,0.75,3,4,3,0.86
18876,group_reduced_formula,N-Ti-Tl,N-O-Ti-Tl,0.75,3,3,4,1.48
18888,group_reduced_formula,Hf-N-O-Si,F-Hf-N-O-Si,0.8,4,4,5,1.28
18901,group_reduced_formula,Bi-Ca-F-O,Bi-Ca-F-N-O,0.8,4,4,5,0.76
18904,group_reduced_formula,Mg-N-Zn,Mg-N-O-Zn,0.75,3,3,4,2.36
18922,group_reduced_formula,Bi-F-O-Si,Bi-F-O,0.75,3,4,3,1.78
18923,group_reduced_formula,O-Pd-Rb-S,O-Pd-S,0.75,3,4,3,1.66
18925,group_reduced_formula,Be-F-N-O-Zn,Be-F-N-O,0.8,4,5,4,1.5
26,group_element_set,O-S-Y-Zr,O-S-Y,0.75,3,4,3,1.18
27,group_element_set,O-S-Sb-Sc,O-S-Sb,0.75,3,4,3,1.24
40,group_element_set,F-Li-O-Sb,F-Li-N-O-Sb,0.8,4,4,5,1.16
45,group_element_set,F-Mn-O-V,F-Mn-N-O-V,0.8,4,4,5,0.6
69,group_element_set,F-K-N-O-Ta,F-K-N-O,0.8,4,5,4,3.34
72,group_element_set,In-Mo-N,In-Mo-N-O,0.75,3,3,4,0.82
103,group_element_set,O-Re-Tl,F-O-Re-Tl,0.75,3,3,4,0.42
115,group_element_set,Ge-O-Pd,Ge-N-O-Pd,0.75,3,3,4,1.04
134,group_element_set,F-Ga-N-O-V,F-Ga-N-O,0.8,4,5,4,0.56
136,group_element_set,F-Hg-Mn-O,F-Hg-Mn-N-O,0.8,4,4,5,1.5
137,group_element_set,Ba-O-Pb-S,Ba-O-S,0.75,3,4,3,1.6
155,group_element_set,La-O-W,F-La-O-W,0.75,3,3,4,1.28
158,group_element_set,Ca-N,Al-Ca-N,0.6666666666666666,2,2,3,2.48
169,group_element_set,Ag-F-O-Ti,Ag-F-N-O-Ti,0.8,4,4,5,-0.04
171,group_element_set,Bi-Ni-O,Bi-F-Ni-O,0.75,3,3,4,0.72
179,group_element_set,O-Rb-S-Ti,O-Rb-S,0.75,3,4,3,3.44
183,group_element_set,Au-O-S-Zr,Au-O-Zr,0.75,3,4,3,2.02
188,group_element_set,Al-Au-F-N-O,Al-F-N-O,0.8,4,5,4,2.54
199,group_element_set,F-N-O-Ta-Te,F-N-O-Ta,0.8,4,5,4,1.48
206,group_element_set,Ag-O-Os,Ag-F-O-Os,0.75,3,3,4,1.1
211,group_element_set,Li-O-Ru,F-Li-O-Ru,0.75,3,3,4,2.1
212,group_element_set,O-S-Sb-Ti,O-S-Sb,0.75,3,4,3,1.46
220,group_element_set,B-F-O-Pb,B-O-Pb,0.75,3,4,3,0.92
221,group_element_set,Mn-N-O-Re,F-Mn-N-O-Re,0.8,4,4,5,0.58
224,group_element_set,Ag-N-O-Re,Ag-F-N-O-Re,0.8,4,4,5,0.64
228,group_element_set,Ca-N-O-Te,Ca-N-Te,0.75,3,4,3,0.82
249,group_element_set,Ba-O-S-Sr,Ba-O-S,0.75,3,4,3,1.74
255,group_element_set,Ag-Ir-N-O,Ag-F-Ir-N-O,0.8,4,4,5,2.14
258,group_element_set,Mo-O-S-Zr,Mo-O-S,0.75,3,4,3,1.2
266,group_element_set,Li-Mn-O-S,Li-Mn-O,0.75,3,4,3,1.04
301,group_element_set,O-Zn-Zr,F-O-Zn-Zr,0.75,3,3,4,0.86
305,group_element_set,O-Pd-Re,F-O-Pd-Re,0.75,3,3,4,0.8
322,group_element_set,N-Ni-O-Si,F-N-Ni-O-Si,0.8,4,4,5,1.62
324,group_element_set,Au-F-O-Si,Au-F-N-O-Si,0.8,4,4,5,1.16
337,group_element_set,Li-N-O-W,F-Li-N-O-W,0.8,4,4,5,0.78
338,group_element_set,Ba-Na-O-S,Ba-Na-O,0.75,3,4,3,1.72
345,group_element_set,Ga-O-S-Tl,Ga-O-S,0.75,3,4,3,1.22
362,group_element_set,Ca-O-Sb,Ca-F-O-Sb,0.75,3,3,4,0.38
364,group_element_set,Ge-N-Sr,Ge-N,0.6666666666666666,2,3,2,1.54
366,group_element_set,Cr-O-S-Zr,Ag-O-S-Zr,0.6,3,4,4,0.5
372,group_element_set,Au-F-La-N-O,Au-F-La-O,0.8,4,5,4,1.48
374,group_element_set,Bi-Ca-N-O,Bi-Ca-F-N-O,0.8,4,4,5,1.28
376,group_element_set,Ba-N-Zn,Ba-N-O-Zn,0.75,3,3,4,1.9
380,group_element_set,F-La-N-O-Ru,F-La-N-O,0.8,4,5,4,2.28
387,group_element_set,Ba-Bi-N-O,Ba-Bi-F-N-O,0.8,4,4,5,2.02
393,group_element_set,O-Sc-Zn,F-O-Sc-Zn,0.75,3,3,4,1.12
417,group_element_set,F-N-Ni-O-Ta,F-N-Ni-O,0.8,4,5,4,1.5
418,group_element_set,Al-As-N-O,Al-As-F-N-O,0.8,4,4,5,1.26
433,group_element_set,Al-Au-F-O,Al-Au-O,0.75,3,4,3,2.32
438,group_element_set,N-O-Pt-Sb,N-O-Sb,0.75,3,4,3,1.3
442,group_element_set,Ge-N-O-Tl,F-Ge-N-O-Tl,0.8,4,4,5,1.9
451,group_element_set,La-Mg-N,La-Mg-N-O,0.75,3,3,4,2.44
455,group_element_set,Ba-F-N-Nb-O,Ba-F-N-O,0.8,4,5,4,2.9
458,group_element_set,Na-O-Zn,N-Na-O-Zn,0.75,3,3,4,1.22
466,group_element_set,Nb-O-Re-S,Nb-O-Re,0.75,3,4,3,1.66
470,group_element_set,Au-F-N-O-V,Au-F-N-O,0.8,4,5,4,0.84
472,group_element_set,Hg-O-Re-S,Hg-O-Re,0.75,3,4,3,0.84
476,group_element_set,Ni-O-V,F-Ni-O-V,0.75,3,3,4,0.72
505,group_element_set,F-Ge-O-Os,F-Ge-N-O-Os,0.8,4,4,5,1.26
511,group_element_set,F-N-O-Pt-Ru,F-N-O-Ru,0.8,4,5,4,1.24
512,group_element_set,Cr-La-O,Cr-F-La-O,0.75,3,3,4,-0.2
515,group_element_set,Ge-Mn-O,Ge-Mn-N-O,0.75,3,3,4,0.32
521,group_element_set,K-O-Sr,F-K-O-Sr,0.75,3,3,4,1.3
532,group_element_set,Hg-N-O-Pd,F-Hg-N-O-Pd,0.8,4,4,5,1.78
559,group_element_set,B-Cu-F-O,B-Cu-F-N-O,0.8,4,4,5,2.6
564,group_element_set,B-F-N-O-Pb,F-N-O-Pb,0.8,4,5,4,1.26
578,group_element_set,N-O-Te,Al-N-O-Te,0.75,3,3,4,1.28
583,group_element_set,O-Sr-Tl,F-O-Sr-Tl,0.75,3,3,4,0.88
591,group_element_set,O-S-Sr-V,O-S-Sr,0.75,3,4,3,0.4
595,group_element_set,Au-K-O-S,Au-K-O,0.75,3,4,3,1.66
598,group_element_set,Na-O-Ta,F-Na-O-Ta,0.75,3,3,4,2.08
614,group_element_set,Au-K-N,Au-K-N-O,0.75,3,3,4,2.66
616,group_element_set,N-Na-O-W,N-Na-W,0.75,3,4,3,-0.06
626,group_element_set,Ca-O-Sb,Ca-F-O-Sb,0.75,3,3,4,1.52
649,group_element_set,Ca-N-O-V,Ca-F-N-O-V,0.8,4,4,5,0.68
668,group_element_set,F-In-O-Ti,F-In-N-O-Ti,0.8,4,4,5,1.28
675,group_element_set,Li-N-O-Rb,F-Li-N-O-Rb,0.8,4,4,5,3.02
678,group_element_set,Cd-Cu-F-O,Cd-Cu-O,0.75,3,4,3,0.9
688,group_element_set,Co-N-O-Sr,Co-F-N-O-Sr,0.8,4,4,5,0.76
730,group_element_set,Cu-F-N-O-Rh,Cu-F-O-Rh,0.8,4,5,4,1.68
732,group_element_set,La-O-W,F-La-O-W,0.75,3,3,4,0.4
734,group_element_set,Ca-F-N-O-Pb,Ca-F-N-O,0.8,4,5,4,1.32
735,group_element_set,Co-F-K-O,Co-F-K-N-O,0.8,4,4,5,0.8
743,group_element_set,Cu-F-N-Ni-O,Cu-F-Ni-O,0.8,4,5,4,1.64
766,group_element_set,Mn-N-O-Si,F-Mn-N-O-Si,0.8,4,4,5,1.88
767,group_element_set,F-N-O-Sb-Ti,F-N-O-Sb,0.8,4,5,4,1.58
778,group_element_set,Ca-Mn-N-O,Ca-F-Mn-N-O,0.8,4,4,5,1.04
787,group_element_set,F-N-O-Rb-Ti,F-N-O-Rb,0.8,4,5,4,3.56
788,group_element_set,Ca-F-N-O-Os,Ca-F-N-O,0.8,4,5,4,3.04
790,group_element_set,Hg-N-O,Ag-Hg-N-O,0.75,3,3,4,2.16
816,group_element_set,Bi-O-Os,Bi-F-O-Os,0.75,3,3,4,1.06
817,group_element_set,N-O-Rh-Ta,F-N-O-Rh-Ta,0.8,4,4,5,0.56
818,group_element_set,Cu-O-S-Zn,Cu-O-S,0.75,3,4,3,1.08
849,group_element_set,Fe-N-O-Rh,Fe-N-O,0.75,3,4,3,1.38
863,group_element_set,B-Fe-N-O,B-Fe-N,0.75,3,4,3,1.58
868,group_element_set,N-O-Ru-Sn,F-N-O-Ru-Sn,0.8,4,4,5,1.2
872,group_element_set,Ni-O-V,F-Ni-O-V,0.75,3,3,4,0.8
891,group_element_set,As-F-O-Pd,As-F-N-O-Pd,0.8,4,4,5,1.02
894,group_element_set,Ni-O-W,F-Ni-O-W,0.75,3,3,4,1.58
905,group_element_set,F-O-Re-W,F-N-O-Re-W,0.8,4,4,5,1.48
913,group_element_set,F-Fe-N-O-Sn,F-Fe-O-Sn,0.8,4,5,4,1.18
921,group_element_set,Cd-Cr-O-S,Cd-O-S,0.75,3,4,3,1.9
922,group_element_set,Na-O-Ru,F-Na-O-Ru,0.75,3,3,4,2.58
940,group_element_set,F-Ir-O-Ta,F-Ir-N-O-Ta,0.8,4,4,5,0.72
950,group_element_set,O-Re-Zr,F-O-Re-Zr,0.75,3,3,4,1.0
955,group_element_set,Co-N-O-Re,Co-N-O,0.75,3,4,3,1.32
995,group_element_set,Ag-O-S-Ti,Ag-O-S,0.75,3,4,3,0.68
1004,group_element_set,In-N-O-Sb,F-In-N-O-Sb,0.8,4,4,5,0.72
1010,group_element_set,Au-F-O-Zr,Au-F-O,0.75,3,4,3,2.3
1011,group_element_set,Ba-Li-N,Ba-Li-N-O,0.75,3,3,4,3.42
1012,group_element_set,Fe-Mn-N-O,F-Fe-Mn-N-O,0.8,4,4,5,1.02
1018,group_element_set,Ag-Fe-N-O,Ag-F-Fe-N-O,0.8,4,4,5,1.52
1058,group_element_set,Al-Ge-O,Al-F-Ge-O,0.75,3,3,4,1.2
1059,group_element_set,O-Pb-Sb,F-O-Pb-Sb,0.75,3,3,4,0.96
1061,group_element_set,N-Ni-O-Ti,F-N-Ni-O-Ti,0.8,4,4,5,0.7
1065,group_element_set,F-N-Nb-O-Re,F-N-Nb-O,0.8,4,5,4,1.46
1069,group_element_set,Au-O-S-V,Au-O-V,0.75,3,4,3,0.74
1074,group_element_set,Fe-N-O-Os,F-Fe-N-O-Os,0.8,4,4,5,1.42
1098,group_element_set,Hf-O-S-Zr,Hf-O-S,0.75,3,4,3,0.8
1114,group_element_set,Co-Mg-N-O,Co-Mg-N,0.75,3,4,3,1.02
1116,group_element_set,In-N-O-Os,F-In-N-O-Os,0.8,4,4,5,1.58
1122,group_element_set,F-Ga-O-Sn,F-Ga-N-O-Sn,0.8,4,4,5,0.48
1125,group_element_set,Cr-In-N-O,Cr-F-In-N-O,0.8,4,4,5,0.56
1133,group_element_set,N-O-Ta-Zr,F-N-O-Ta-Zr,0.8,4,4,5,0.64
1137,group_element_set,Cu-Mn-N,Cu-Mn-N-O,0.75,3,3,4,1.26
1151,group_element_set,F-La-N-Na-O,F-La-N-O,0.8,4,5,4,1.44
1153,group_element_set,Al-N-Nb-O,Al-F-N-Nb-O,0.8,4,4,5,0.72
1159,group_element_set,Ag-Ir-N,Ag-N,0.6666666666666666,2,3,2,1.86
1161,group_element_set,Cr-F-O-Rh,Cr-F-N-O-Rh,0.8,4,4,5,1.28
1176,group_element_set,N-O-Pb-Sc,F-N-O-Pb-Sc,0.8,4,4,5,1.6
1177,group_element_set,Al-F-O-V,Al-F-N-O-V,0.8,4,4,5,0.46
1185,group_element_set,Na-O-Zn,N-Na-O-Zn,0.75,3,3,4,2.14
1203,group_element_set,F-N-O-Ta-W,F-N-O-Ta,0.8,4,5,4,1.18
1207,group_element_set,Ag-Cr-F-O,Ag-Cr-F-N-O,0.8,4,4,5,0.46
1223,group_element_set,Bi-N-Si,Bi-N-O-Si,0.75,3,3,4,2.22
1235,group_element_set,Cu-Mn-N,Cu-Mn-N-O,0.75,3,3,4,1.6
1252,group_element_set,F-N-O-Sn-Ta,F-N-O-Sn,0.8,4,5,4,1.84
1268,group_element_set,Fe-N-Ru,Fe-N,0.6666666666666666,2,3,2,1.34
1270,group_element_set,Ag-Nb-O-S,Ag-Nb-O,0.75,3,4,3,1.5
1283,group_element_set,N-Ti-Y,N-Ti,0.6666666666666666,2,3,2,2.4
1296,group_element_set,N-Rb-Ti,N-O-Rb-Ti,0.75,3,3,4,1.86
1297,group_element_set,La-O-S-Si,La-O-S,0.75,3,4,3,1.48
1309,group_element_set,B-Cu-N-O,B-Cu-F-N-O,0.8,4,4,5,1.84
1324,group_element_set,N-Na-Ni-O,F-N-Na-Ni-O,0.8,4,4,5,1.22
1335,group_element_set,Mo-O-S-Zn,Mo-O-S,0.75,3,4,3,1.76
